STAID,LOCAL,DATES,TIMES,MEDIM,STYPE,SAMPL,LABNO,HUNIT,GUNIT,PRJCT,LATDD,LNGDD,CNTYC,DATTD,DATTM,GUERA,GUNNM,GUSER,GUSYS,HDATM,SALTD,SNAME,VDATM,MAJRIVBAS,WELLUSE,WELLCOMPIN
425647074221001,MT 408,20060815,1435,WG,9,00602515,2280062,020200041006,112SDGV,24570326A,42.94641667,-74.36891667,057,200608151435 EST,200608151435,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,300,MT 408,NGVD29,Mohawk,Production,Sand and Gravel
432004075105101,OE1458,20020918,1230,WG,9,00202125,2630184,020200040506,364TRNN,443600325,43.33452778,-75.18058333,065,200209181230,200209181230,Paleozoic,Trenton Limestone,Middle,Ordovician,NAD83,1215,OE1458,NGVD29,Mohawk,Production,Bedrock
432004075105101,OE1458,20020918,1305,WG,9,00202167,2620085,020200040506,364TRNN,443600325,43.33452778,-75.18058333,065,200209181305,200209181305,Paleozoic,Trenton Limestone,Middle,Ordovician,NAD83,1215,OE1458,NGVD29,Mohawk,Production,Bedrock
432004075105101,OE1458,20060822,1300,WG,9,00602607,2350090,020200040506,364TREN,24570326A,43.33452778,-75.18058333,065,200608221300 EST,200608221300,Paleozoic,Trenton Group,Middle,Ordovician,NAD83,1215,OE1458,NGVD29,Mohawk,Production,Bedrock
432004075105101,OE1458,20060822,1305,WG,9,00602608,2350091,020200040506,364TREN,24570326A,43.33452778,-75.18058333,065,200608221305 EST,200608221305,Paleozoic,Trenton Group,Middle,Ordovician,NAD83,1215,OE1458,NGVD29,Mohawk,Production,Bedrock
431832075083501,OE1459,20020918,1500,WG,9,00202127,2630183,020200040507,112ICNC,443600325,43.30891667,-75.14280556,065,200209181500,200209181500,Cenozoic,,Pleistocene,Quaternary,NAD83,1260,OE1459,NGVD29,Mohawk,Production,na
431832075083501,OE1459,20020918,1505,WG,9,00202128,2620086,020200040507,112ICNC,443600325,43.30891667,-75.14280556,065,200209181505,200209181505,Cenozoic,,Pleistocene,Quaternary,NAD83,1260,OE1459,NGVD29,Mohawk,Production,na
430655075240001,OE1460,20020923,1030,WG,9,00202123,2680127,020200040204,112SDGV,443600325,43.11566667,-75.40030556,065,200209231030,200209231030,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,520,OE1460,NGVD29,Mohawk,Production,Sand and Gravel
430655075240001,OE1460,20020923,1035,WG,9,00202124,2680121,020200040204,112SDGV,443600325,43.11566667,-75.40030556,065,200209231035,200209231035,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,520,OE1460,NGVD29,Mohawk,Production,Sand and Gravel
430655075240001,OE1460,20020923,1045,WG,9,00202166,2670020,020200040204,112SDGV,443600325,43.11566667,-75.40030556,065,200209231045,200209231045,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,520,OE1460,NGVD29,Mohawk,Production,Sand and Gravel
430655075240001,OE1460,20060920,1330,WG,9,00602968,2640131,020200040204,112SDGV,24570326A,43.11566667,-75.40030556,065,200609201330 EST,200609201330,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,520,OE1460,NGVD29,Mohawk,Production,Sand and Gravel
430655075240001,OE1460,20060920,1335,WG,9,00602969,2640096,020200040204,112SDGV,24570326A,43.11566667,-75.40030556,065,200609201335 EST,200609201335,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,520,OE1460,NGVD29,Mohawk,Production,Sand and Gravel
430655075240001,OE1460,20110721,1130,WG,9,01102035,2030141,020200040204,112SDGV,0036L,43.11566667,-75.40030556,065,201107211130 EST,201107211130,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,520,OE1460,NGVD29,Mohawk,Production,Sand and Gravel
430655075240001,OE1460,20110721,1201,WG,9,01102458,,020200040204,112SDGV,0036L,43.11566667,-75.40030556,065,201107211201 EST,201107211201,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,520,OE1460,NGVD29,Mohawk,Production,Sand and Gravel
430655075240001,OE1460,20110721,1202,WG,9,01102459,,020200040204,112SDGV,0036L,43.11566667,-75.40030556,065,201107211202 EST,201107211202,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,520,OE1460,NGVD29,Mohawk,Production,Sand and Gravel
425747075144501,OE1462,20020925,1100,WG,9,00202112,2700222,020200040308,112SDGV,443600325,42.96305556,-75.24558333,065,200209251100,200209251100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1045,OE1462,NGVD29,Mohawk,Production,Sand and Gravel
425747075144501,OE1462,20020925,1105,WG,9,00202113,2700239,020200040308,112SDGV,443600325,42.96305556,-75.24558333,065,200209251105,200209251105,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1045,OE1462,NGVD29,Mohawk,Production,Sand and Gravel
425747075144501,OE1462,20020925,1115,WG,9,00202161,2690004,020200040308,112SDGV,443600325,42.96305556,-75.24558333,065,200209251115,200209251115,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1045,OE1462,NGVD29,Mohawk,Production,Sand and Gravel
425747075144501,OE1462,20060906,1130,WG,9,00602817,2500143,020200040308,112SDGV,24570326A,42.96305556,-75.24558333,065,200609061130 EST,200609061130,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1045,OE1462,NGVD29,Mohawk,Production,Sand and Gravel
425747075144501,OE1462,20060906,1135,WG,9,00602818,2500040,020200040308,112SDGV,24570326A,42.96305556,-75.24558333,065,200609061135 EST,200609061135,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1045,OE1462,NGVD29,Mohawk,Production,Sand and Gravel
425824075140101,OE1463,20020925,1230,WG,9,00202109,2700223,020200040308,112ICNC,443600325,42.97336111,-75.23313889,065,200209251230,200209251230,Cenozoic,,Pleistocene,Quaternary,NAD83,1080,OE1463,NGVD29,Mohawk,Production,na
425824075140101,OE1463,20020925,1245,WG,9,00202160,2690005,020200040308,112ICNC,443600325,42.97336111,-75.23313889,065,200209251245,200209251245,Cenozoic,,Pleistocene,Quaternary,NAD83,1080,OE1463,NGVD29,Mohawk,Production,na
425552075224901,OE1468,20110721,0900,WG,9,01102034,2030140,020200040202,112SDGV,0036L,42.92861111,-75.38155556,065,201107210900 EST,201107210900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1201,OE1468,NAVD88,Mohawk,Production,Sand and Gravel
425552075224901,OE1468,20110721,0901,WG,9,01102450,,020200040202,112SDGV,0036L,42.92861111,-75.38155556,065,201107210901 EST,201107210901,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1201,OE1468,NAVD88,Mohawk,Production,Sand and Gravel
425552075224901,OE1468,20110721,0902,WG,9,01102451,,020200040202,112SDGV,0036L,42.92861111,-75.38155556,065,201107210902 EST,201107210902,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1201,OE1468,NAVD88,Mohawk,Production,Sand and Gravel
430139075224501,OE1841,20060824,1400,WG,9,00602611,2370463,020200040203,112SDGV,24570326A,43.02750000,-75.37916667,065,200608241400 EST,200608241400,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,762,OE1841,NAVD88,Mohawk,Domestic,Sand and Gravel
430139075224501,OE1841,20060824,1405,WG,9,00602612,2370461,020200040203,112SDGV,24570326A,43.02750000,-75.37916667,065,200608241405 EST,200608241405,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,762,OE1841,NAVD88,Mohawk,Domestic,Sand and Gravel
431357075150101,OE2876,20110714,1200,WG,9,01101925,1960165,020200040306,361UTIC,0036L,43.23236111,-75.24972222,065,201107141200 EST,201107141200,Paleozoic,Utica Shale,Upper,Ordovician,NAD83,616,OE2876,NAVD88,Mohawk,Domestic,Bedrock
431357075150101,OE2876,20110714,1202,WG,9,01102464,,020200040306,361UTIC,0036L,43.23236111,-75.24972222,065,201107141202 EST,201107141202,Paleozoic,Utica Shale,Upper,Ordovician,NAD83,616,OE2876,NAVD88,Mohawk,Domestic,Bedrock
431357075150101,OE2876,20110714,1203,WG,9,01102466,,020200040306,361UTIC,0036L,43.23236111,-75.24972222,065,201107141203 EST,201107141203,Paleozoic,Utica Shale,Upper,Ordovician,NAD83,616,OE2876,NAVD88,Mohawk,Domestic,Bedrock
424713073473601,SA1501,20020828,1000,WG,9,00202147,2420333,020200041110,112SDGV,443600325,42.78686111,-73.79286111,091,200208281000,200208281000,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,190,SA1501,NGVD29,Mohawk,Production,Sand and Gravel
424713073473601,SA1501,20060918,1500,WG,9,00602962,2630070,020200041110,112SDGV,24570326A,42.78686111,-73.79286111,091,200609181500 EST,200609181500,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,190,SA1501,NGVD29,Mohawk,Production,Sand and Gravel
424713073473601,SA1501,20060918,1505,WG,9,00602963,2630036,020200041110,112SDGV,24570326A,42.78686111,-73.79286111,091,200609181505 EST,200609181505,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,190,SA1501,NGVD29,Mohawk,Production,Sand and Gravel
424713073473601,SA1501,20110725,1200,WG,9,01102058,2080009,020200041110,112SDGV,0036L,42.78686111,-73.79286111,091,201107251200 EST,201107251200,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,190,SA1501,NGVD29,Mohawk,Production,Sand and Gravel
424713073473601,SA1501,20110725,1201,WG,9,01102438,,020200041110,112SDGV,0036L,42.78686111,-73.79286111,091,201107251201 EST,201107251201,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,190,SA1501,NGVD29,Mohawk,Production,Sand and Gravel
424713073473601,SA1501,20110725,1202,WG,9,01102439,,020200041110,112SDGV,0036L,42.78686111,-73.79286111,091,201107251202 EST,201107251202,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,190,SA1501,NGVD29,Mohawk,Production,Sand and Gravel
425757073575201,SA2198,20060807,1200,WG,9,00602454,2220018,020200041107,364CNJR,24570326A,42.96583333,-73.96450000,091,200608071200 EST,200608071200,Paleozoic,Canajoharie Shale,Middle,Ordovician,NAD83,571,SA2198,NAVD88,Mohawk,Domestic,Bedrock
425757073575201,SA2198,20060807,1205,WG,9,00602455,2220017,020200041107,364CNJR,24570326A,42.96583333,-73.96450000,091,200608071205 EST,200608071205,Paleozoic,Canajoharie Shale,Middle,Ordovician,NAD83,571,SA2198,NAVD88,Mohawk,Domestic,Bedrock
425757073575201,SA2198,20061003,1115,WG,9,00700001,2770089,020200041107,364CNJR,24570326A,42.96583333,-73.96450000,091,200610031115 EST,200610031115,Paleozoic,Canajoharie Shale,Middle,Ordovician,NAD83,571,SA2198,NAVD88,Mohawk,Domestic,Bedrock
430138074044601,SA2259,20110728,1200,WG,9,01102069,2100087,020200041103,112OTSH,0036L,43.02691667,-74.07902778,091,201107281200 EST,201107281200,Cenozoic,Outwash,Pleistocene,Quaternary,NAD83,859,SA2259,NAVD88,Mohawk,Domestic,Bedrock
430138074044601,SA2259,20110728,1201,WG,9,01102454,,020200041103,112OTSH,0036L,43.02691667,-74.07902778,091,201107281201 EST,201107281201,Cenozoic,Outwash,Pleistocene,Quaternary,NAD83,859,SA2259,NAVD88,Mohawk,Domestic,Sand and Gravel
430138074044601,SA2259,20110728,1202,WG,9,01102455,,020200041103,112OTSH,0036L,43.02691667,-74.07902778,091,201107281202 EST,201107281202,Cenozoic,Outwash,Pleistocene,Quaternary,NAD83,859,SA2259,NAVD88,Mohawk,Domestic,Sand and Gravel
425115073515201,SA2806,20110725,0900,WG,9,01102057,2080008,020200041109,364CNJR,0036L,42.85416667,-73.86452778,091,201107250900 EST,201107250900,Paleozoic,Canajoharie Shale,Middle,Ordovician,NAD83,354,SA2806,NAVD88,Mohawk,Domestic,Bedrock
425115073515201,SA2806,20110725,0901,WG,9,01102444,,020200041109,364CNJR,0036L,42.85416667,-73.86452778,091,201107250901 EST,201107250901,Paleozoic,Canajoharie Shale,Middle,Ordovician,NAD83,354,SA2806,NAVD88,Mohawk,Domestic,Bedrock
425115073515201,SA2806,20110725,0902,WG,9,01102445,,020200041109,364CNJR,0036L,42.85416667,-73.86452778,091,201107250902 EST,201107250902,Paleozoic,Canajoharie Shale,Middle,Ordovician,NAD83,354,SA2806,NAVD88,Mohawk,Domestic,Bedrock
425052073585102,SN   5,20020826,1130,WG,9,00202150,2400324,020200041108,112SDGV,443600325,42.84722222,-73.98138889,093,200208261130,200208261130,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,270,SN   5,NGVD29,Mohawk,Production,Sand and Gravel
425052073585102,SN   5,20020826,1125,WG,9,00202151,2390054,020200041108,112SDGV,443600325,42.84722222,-73.98138889,093,200208261125,200208261125,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,270,SN   5,NGVD29,Mohawk,Production,Sand and Gravel
424909073591601,SN 135,20020821,0900,WG,9,00202116,2350265,020200041108,112SDGV,443600325,42.81947222,-73.98738889,093,200208210900,200208210900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,230,SN 135,NGVD29,Mohawk,Production,Sand and Gravel
424909073591601,SN 135,20020821,0935,WG,9,00202162,2340083,020200041108,112SDGV,443600325,42.81947222,-73.98738889,093,200208210935,200208210935,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,230,SN 135,NGVD29,Mohawk,Production,Sand and Gravel
424909073591601,SN 135,20030904,0615,WG,9,00302143,2510029,020200041108,112SDGV,2457A3900,42.81947222,-73.98738889,093,200309040615 EST,200309040615,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,230,SN 135,NGVD29,Mohawk,Production,Sand and Gravel
424909073591601,SN 135,20040121,0800,WG,9,00400472,0220080,020200041108,112SDGV,2457A3900,42.81947222,-73.98738889,093,200401210800 EST,200401210800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,230,SN 135,NGVD29,Mohawk,Production,Sand and Gravel
424909073591601,SN 135,20060809,1200,WG,9,00602460,2220093,020200041108,112SDGV,24570326A,42.81947222,-73.98738889,093,200608091200 EST,200608091200,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,230,SN 135,NGVD29,Mohawk,Production,Sand and Gravel
424909073591601,SN 135,20060809,1205,WG,9,00602461,2220088,020200041108,112SDGV,24570326A,42.81947222,-73.98738889,093,200608091205 EST,200608091205,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,230,SN 135,NGVD29,Mohawk,Production,Sand and Gravel
424909073591601,SN 135,20061016,1000,WG,9,00700101,,020200041108,112SDGV,24570326A,42.81947222,-73.98738889,093,200610161000 EST,200610161000,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,230,SN 135,NGVD29,Mohawk,Production,Sand and Gravel
425211074021605,SN 229,20020821,1230,WG,9,00202158,2350264,020200041105,112SDGV,443600325,42.87047222,-74.03766667,093,200208211230,200208211230,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,260,SN 229,NGVD29,Mohawk,Production,Sand and Gravel
425211074021605,SN 229,20020821,1308,WG,9,00202159,2340081,020200041105,112SDGV,443600325,42.87047222,-74.03766667,093,200208211308,200208211308,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,260,SN 229,NGVD29,Mohawk,Production,Sand and Gravel
424918073591001,SN 340,20020821,1005,WG,9,00202156,2350278,020200041108,112SDGV,443600325,42.82208333,-73.98588889,093,200208211005,200208211005,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,237,SN 340,NGVD29,Mohawk,Production,Sand and Gravel
424918073591001,SN 340,20020821,1100,WG,9,00202157,2340082,020200041108,112SDGV,443600325,42.82208333,-73.98588889,093,200208211100,200208211100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,237,SN 340,NGVD29,Mohawk,Production,Sand and Gravel
424748073503401,SN 725,20020826,0930,WG,9,00202152,2400269,020200041109,112SDGV,443600325,42.79666667,-73.84222222,093,200208260930,200208260930,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,195,SN 725,NGVD29,Mohawk,Production,Sand and Gravel
424748073503401,SN 725,20020826,0950,WG,9,00202153,2390055,020200041109,112SDGV,443600325,42.79666667,-73.84222222,093,200208260950,200208260950,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,195,SN 725,NGVD29,Mohawk,Production,Sand and Gravel
425111074010501,SN 726,20020826,1245,WG,9,00202148,2400311,020200041105,112SDGV,443600325,42.85305556,-74.01750000,093,200208261245,200208261245,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,238,SN 726,NGVD29,Mohawk,Production,Sand and Gravel
425111074010501,SN 726,20020826,1300,WG,9,00202149,2390056,020200041105,112SDGV,443600325,42.85305556,-74.01750000,093,200208261300,200208261300,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,238,SN 726,NGVD29,Mohawk,Production,Sand and Gravel
424836074005501,SN 727,20020904,1400,WG,9,00202145,2490384,020200041108,112SDGV,443600325,42.80994444,-74.01475000,093,200209041400,200209041400,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,550,SN 727,NGVD29,Mohawk,Production,Sand and Gravel
424836074005501,SN 727,20020904,1425,WG,9,00202146,2480032,020200041108,112SDGV,443600325,42.80994444,-74.01475000,093,200209041425,200209041425,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,550,SN 727,NGVD29,Mohawk,Production,Sand and Gravel
425303074012101,SN1131,20110728,0900,WG,9,01102068,2100085,020200041105,364TBRV,0036L,42.88408333,-74.02255556,093,201107280900 EST,201107280900,Paleozoic,Trenton-Black River Group,Middle,Ordovician,NAD83,601,SN1131,NAVD88,Mohawk,Domestic,Bedrock
425303074012101,SN1131,20110728,0901,WG,9,01102446,,020200041105,364TBRV,0036L,42.88408333,-74.02255556,093,201107280901 EST,201107280901,Paleozoic,Trenton-Black River Group,Middle,Ordovician,NAD83,601,SN1131,NAVD88,Mohawk,Domestic,Bedrock
425303074012101,SN1131,20110728,0902,WG,9,01102447,,020200041105,364TBRV,0036L,42.88408333,-74.02255556,093,201107280902 EST,201107280902,Paleozoic,Trenton-Black River Group,Middle,Ordovician,NAD83,601,SN1131,NAVD88,Mohawk,Domestic,Bedrock
424951074102601,SN1366,20110718,1100,WG,9,01102005,2010079,020200041102,112OTSH,0036L,42.83069444,-74.17394444,093,201107181100 EST,201107181100,Cenozoic,Outwash,Pleistocene,Quaternary,NAD83,1122,SN1366,NAVD88,Mohawk,Domestic,Sand and Gravel
424951074102601,SN1366,20110718,1101,WG,9,01102442,,020200041102,112OTSH,0036L,42.83069444,-74.17394444,093,201107181101 EST,201107181101,Cenozoic,Outwash,Pleistocene,Quaternary,NAD83,1122,SN1366,NAVD88,Mohawk,Domestic,Sand and Gravel
424951074102601,SN1366,20110718,1102,WG,9,01102443,,020200041102,112OTSH,0036L,42.83069444,-74.17394444,093,201107181102 EST,201107181102,Cenozoic,Outwash,Pleistocene,Quaternary,NAD83,1122,SN1366,NAVD88,Mohawk,Domestic,Sand and Gravel
424035074291101,SO   9,20061101,1230,WG,9,00700226,3110055,020200050605,BEDROCK,24570326A,42.67638889,-74.48638889,095,200611011230 EST,200611011230,,Bedrock,,,NAD83,910,SO   9,NGVD29,Mohawk,Production,Bedrock
424035074291101,SO   9,20061101,1235,WG,9,00700227,3060054,020200050605,BEDROCK,24570326A,42.67638889,-74.48638889,095,200611011235 EST,200611011235,,Bedrock,,,NAD83,910,SO   9,NGVD29,Mohawk,Production,Bedrock
423555074200001,SO 605,20110713,1000,WG,9,01101924,1960166,020200050405,112SDGV,0036L,42.59877778,-74.33830556,095,201107131000 EST,201107131000,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,638,SO 605,NAVD88,Mohawk,Production,Sand and Gravel
423555074200001,SO 605,20110713,1001,WG,9,01102428,,020200050405,112SDGV,0036L,42.59877778,-74.33830556,095,201107131001 EST,201107131001,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,638,SO 605,NAVD88,Mohawk,Production,Sand and Gravel
423555074200001,SO 605,20110713,1002,WG,9,01102429,,020200050405,112SDGV,0036L,42.59877778,-74.33830556,095,201107131002 EST,201107131002,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,638,SO 605,NAVD88,Mohawk,Production,Sand and Gravel
423803074335201,SO 814,20110719,0900,WG,9,01102025,2010078,020200050604,112SDGV,0036L,42.63622222,-74.56177778,095,201107190900 EST,201107190900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1070,SO 814,NAVD88,Mohawk,Production,Sand and Gravel
423803074335201,SO 814,20110719,0901,WG,9,01102434,,020200050604,112SDGV,0036L,42.63622222,-74.56177778,095,201107190901 EST,201107190901,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1070,SO 814,NAVD88,Mohawk,Production,Sand and Gravel
423803074335201,SO 814,20110719,0902,WG,9,01102435,,020200050604,112SDGV,0036L,42.63622222,-74.56177778,095,201107190902 EST,201107190902,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1070,SO 814,NAVD88,Mohawk,Production,Sand and Gravel
422501074322601,SO1037,20110720,0830,WG,9,01102026,2030139,020200050203,341DVNNU,0036L,42.41666667,-74.54052778,095,201107200830 EST,201107200830,Paleozoic,"Devonian, Upper",Upper,Devonian,NAD83,1926,SO1037,NAVD88,Mohawk,Domestic,Bedrock
422501074322601,SO1037,20110720,0831,WG,9,01102426,,020200050203,341DVNNU,0036L,42.41666667,-74.54052778,095,201107200831 EST,201107200831,Paleozoic,"Devonian, Upper",Upper,Devonian,NAD83,1926,SO1037,NAVD88,Mohawk,Domestic,Bedrock
422501074322601,SO1037,20110720,0832,WG,9,01102427,,020200050203,341DVNNU,0036L,42.41666667,-74.54052778,095,201107200832 EST,201107200832,Paleozoic,"Devonian, Upper",Upper,Devonian,NAD83,1926,SO1037,NAVD88,Mohawk,Domestic,Bedrock
424705074201501,SO1374,20060808,1200,WG,9,00602456,2220004,020200050701,364TBRV,24570326A,42.78472222,-74.33750000,095,200608081200 EST,200608081200,Paleozoic,Trenton-Black River Group,Middle,Ordovician,NAD83,1283,SO1374,NAVD88,Mohawk,Domestic,Bedrock
424705074201501,SO1374,20060808,1205,WG,9,00602457,2220022,020200050701,364TBRV,24570326A,42.78472222,-74.33750000,095,200608081205 EST,200608081205,Paleozoic,Trenton-Black River Group,Middle,Ordovician,NAD83,1283,SO1374,NAVD88,Mohawk,Domestic,Bedrock
424705074201501,SO1374,20061012,1145,WG,9,00700050,,020200050701,364TBRV,24570326A,42.78472222,-74.33750000,095,200610121145 EST,200610121145,Paleozoic,Trenton-Black River Group,Middle,Ordovician,NAD83,1283,SO1374,NAVD88,Mohawk,Domestic,Bedrock
424630074342001,SO1384,20060810,1200,WG,9,00602464,2230140,020200041001,361ODVCU,24570326A,42.77500000,-74.57222222,095,200608101200 EST,200608101200,Paleozoic,"Ordovician, Upper",Upper,Ordovician,NAD83,1500,SO1384,NAVD88,Mohawk,Domestic,Bedrock
424630074342001,SO1384,20060810,1205,WG,9,00602465,2230054,020200041001,361ODVCU,24570326A,42.77500000,-74.57222222,095,200608101205 EST,200608101205,Paleozoic,"Ordovician, Upper",Upper,Ordovician,NAD83,1500,SO1384,NAVD88,Mohawk,Domestic,Bedrock
424630074342001,SO1384,20061012,1110,WG,9,00700049,,020200041001,361ODVCU,24570326A,42.77500000,-74.57222222,095,200610121110 EST,200610121110,Paleozoic,"Ordovician, Upper",Upper,Ordovician,NAD83,1500,SO1384,NAVD88,Mohawk,Domestic,Bedrock
423355074273401,SO1408,20060810,1500,WG,9,00602466,2230060,020200050402,364ODVCM,24570326A,42.56527778,-74.45944444,095,200608101500 EST,200608101500,Paleozoic,"Ordovician, Middle",Middle,Ordovician,NAD83,1174,SO1408,NAVD88,Mohawk,Domestic,Bedrock
423355074273401,SO1408,20060810,1505,WG,9,00602467,2230055,020200050402,364ODVCM,24570326A,42.56527778,-74.45944444,095,200608101505 EST,200608101505,Paleozoic,"Ordovician, Middle",Middle,Ordovician,NAD83,1174,SO1408,NAVD88,Mohawk,Domestic,Bedrock
423355074273401,SO1408,20061016,1122,WG,9,00700102,,020200050402,364ODVCM,24570326A,42.56527778,-74.45944444,095,200610161122 EST,200610161122,Paleozoic,"Ordovician, Middle",Middle,Ordovician,NAD83,1174,SO1408,NAVD88,Mohawk,Domestic,Bedrock
423507074171701,SO1411,20060808,1500,WG,9,00602458,2220005,020200050404,364ODVCM,24570326A,42.58527778,-74.28805556,095,200608081500 EST,200608081500,Paleozoic,"Ordovician, Middle",Middle,Ordovician,NAD83,910,SO1411,NAVD88,Mohawk,Domestic,Bedrock
423507074171701,SO1411,20060808,1505,WG,9,00602459,2220135,020200050404,364ODVCM,24570326A,42.58527778,-74.28805556,095,200608081505 EST,200608081505,Paleozoic,"Ordovician, Middle",Middle,Ordovician,NAD83,910,SO1411,NAVD88,Mohawk,Domestic,Bedrock
423507074171701,SO1411,20061016,1200,WG,9,00700103,,020200050404,364ODVCM,24570326A,42.58527778,-74.28805556,095,200610161200 EST,200610161200,Paleozoic,"Ordovician, Middle",Middle,Ordovician,NAD83,910,SO1411,NAVD88,Mohawk,Domestic,Bedrock
424517074210101,SO1487,20110720,1200,WG,9,01102027,2030142,020200050701,364TBRV,0036L,42.75763889,-74.35080556,095,201107201200 EST,201107201200,Paleozoic,Trenton-Black River Group,Middle,Ordovician,NAD83,929,SO1487,NAVD88,Mohawk,Domestic,Bedrock
424517074210101,SO1487,20110720,1201,WG,9,01102436,,020200050701,364TBRV,0036L,42.75763889,-74.35080556,095,201107201201 EST,201107201201,Paleozoic,Trenton-Black River Group,Middle,Ordovician,NAD83,929,SO1487,NAVD88,Mohawk,Domestic,Bedrock
424517074210101,SO1487,20110720,1202,WG,9,01102437,,020200050701,364TBRV,0036L,42.75763889,-74.35080556,095,201107201202 EST,201107201202,Paleozoic,Trenton-Black River Group,Middle,Ordovician,NAD83,929,SO1487,NAVD88,Mohawk,Domestic,Bedrock
424745074370301,SO1658,20110719,1200,WG,9,01102024,2010080,020200040907,351SLRNU,0036L,42.78594444,-74.62505556,095,201107191200 EST,201107191200,Paleozoic,"Silurian, Upper",Upper,Silurian,NAD83,1316,SO1658,NAVD88,Mohawk,Production,Bedrock
424745074370301,SO1658,20110719,1201,WG,9,01102440,,020200040907,351SLRNU,0036L,42.78594444,-74.62505556,095,201107191201 EST,201107191201,Paleozoic,"Silurian, Upper",Upper,Silurian,NAD83,1316,SO1658,NAVD88,Mohawk,Production,Bedrock
424745074370301,SO1658,20110719,1202,WG,9,01102441,,020200040907,351SLRNU,0036L,42.78594444,-74.62505556,095,201107191202 EST,201107191202,Paleozoic,"Silurian, Upper",Upper,Silurian,NAD83,1316,SO1658,NAVD88,Mohawk,Production,Bedrock
445744073430701,CL 674,20101019,0800,WG,9,01100072,2940163,041503080402,371PSDM,24570326K,44.96225000,-73.71875000,019,201010190800 EST,201010190800,Paleozoic,Potsdam Sandstone,Upper,Cambrian,NAD83,612,CL 674,NAVD88,St. Lawrence,Domestic,Bedrock
445744073430701,CL 674,20101019,0801,WG,9,01100563,,041503080402,371PSDM,24570326K,44.96225000,-73.71875000,019,201010190801 EST,201010190801,Paleozoic,Potsdam Sandstone,Upper,Cambrian,NAD83,612,CL 674,NAVD88,St. Lawrence,Domestic,Bedrock
445744073430701,CL 674,20101019,0802,WG,9,01100564,,041503080402,371PSDM,24570326K,44.96225000,-73.71875000,019,201010190802 EST,201010190802,Paleozoic,Potsdam Sandstone,Upper,Cambrian,NAD83,612,CL 674,NAVD88,St. Lawrence,Domestic,Bedrock
